,Pre_Sample_01,Pre_Sample_02,Pre_Sample_03,Pre_Sample_04,Pre_Sample_05,Pre_Sample_06,Post_Sample_01,Post_Sample_02,Post_Sample_03,Post_Sample_04,Post_Sample_05,Post_Sample_06
Gene_0149,30.819084780311663,149.46905438411085,6347.400639369471,1475.4755772983726,685.9850593179173,116.21238298497934,449.5992021639158,4222.403090008278,5331.934612438181,1354.1381684854496,409.6420941002179,23.796555704308638
Gene_0150,5346.955771236258,141.80443561508247,1105.9971842431676,8098.62068817836,1546.9054535558378,95.9150086212889,99.93506021462419,3672.4917976913084,6222.884106603066,8.978106236056126,981.3302458727072,363.0153455032649
Gene_0151,1197.2960532500845,3671.267118116945,1218.8962012915797,85108.1750480667,217.39511040801054,118.40254534701282,9190.619579726565,1038.0798410246714,6135.655951277788,445.7680986733283,5085.424222692013,1222.2991086549525
Gene_0152,2499.6603797460602,2668.3975446450036,4107.5162081968565,1591.2734442094952,985.5172569050313,354.9253930521487,104.77782250715272,765.5739274686957,192.0739216145993,12743.272896753744,134.47433120526202,95.27612672900403
Gene_0153,1774.1690277602338,3683.467298650656,583.4033677703877,553.1560473410781,12730.77179231107,315.7163272224844,420.83453439897045,112.61169549335486,9041.017191284449,17378.641384725168,62440.63792709055,7923.04806406805
Gene_0154,1116.7402741502633,301.09896166648525,394.0639706728553,500.6258192948366,2955.765155920461,532.0216425697436,532.5756634636191,1831.1474779624498,345.7763770022369,3554.7595886405043,978.6749132903822,311.4258583804707
Gene_0155,167.79670614896995,264.0177283991862,15056.12138160355,1263.4548563790902,3839.8612140530518,1016.072461091123,364.4750836130883,128.86150523106954,12.090878143732223,65.06569701842565,84.87776604027391,1067.3967101876642
Gene_0156,783.423726628383,85.23411781495614,137.18971325496025,5764.574480770888,308.64881336328943,92.33915011613513,909.8304432639061,308.07740475277564,74.56000202229761,34.52298516421972,194.7868623519933,901.8935226362757
Gene_0157,6.489234196485635,32969.34002718721,17016.996171938892,922.4111061561716,952.69351028892,80.0002836156781,684.2154534448231,7.907645234435627,2803.524561233031,4511.885340048633,677.7459833197198,64.644192338604
Gene_0158,503.7249713255171,10.501628593026526,63.20484508229259,89.35033472883481,1175.1282471876464,55.461288241614845,389.57972124136046,835.7964197252495,379.6147041733356,12089.3600742212,153.87122518608004,756.6751911317456
Gene_0159,20113.20878013875,15009.816832310851,522.3353735708379,27.381401878546974,651.3642236545624,1297.1959845389426,408.9066307530361,3788.792830032364,15774.962726221576,20.413688828448688,514.6285733231479,770.3879291009649
Gene_0160,1983.276375138581,271.0830111270602,1556.776446598405,36.164206710175165,636.4970442502816,18.127267917773842,1714.5290843578769,243.53508294586217,64.64155052543538,275.2671871613128,228.72826863441185,171.92626088886567
Gene_0161,595.899186006648,691.6399396093998,906.3005476152047,4593.9523287758275,105.86326080165406,34.69457285526548,4489.891896288618,49.09459803404743,228.57565843066007,815.5220605700076,339.51207939931203,6487.693314258338
Gene_0162,12.856399020974502,1051.2033560477266,5241.626410430609,357.69776813010486,2908.2142759234966,68.61206604204622,104.03854322866279,137.21408031370677,343.2997423673564,1988.274724794773,2141.384272336788,98.29435496794918
Gene_0163,167.78493644146516,293.5983447022465,15.726994126836905,5880.240303967216,3021.0812960279995,251.95867444447393,760.1910151819517,20911.499964761842,2373.321695288756,127.98913432288057,183.07167507789333,2170.08332199495
Gene_0164,500.72069118911384,5934.406334472767,53.28457067460474,2753.2072896351187,21.867704943660275,651.5622220994422,25.708170621220862,1559.742440148819,457.19431472064304,620.5217038265013,375.8200729121142,23.660043167934965
Gene_0165,1657.7848451480613,2656.2086427323184,185.996771502736,669.4093277406253,1846.1013377228937,1152.14904791992,3217.941640515782,1501.2095275581307,1010.3430241622997,894.1567683174882,97.04153111130552,2184.1947082867014
Gene_0166,118.98070112482621,3697.108013518678,1152.0645513169325,289.48374163020304,4974.933605473457,194.3939028487252,91.86913004051203,13593.110879445794,12.469332945441062,2215.1143035977957,1952.918771385716,672.7558989815337
Gene_0167,2808.835470006041,88.30174688618301,2590.2067515932063,69.77752654628166,729.5374732659607,7323.047703800589,1222.3659004126528,96.8506641029421,110785.92886506273,3449.2074700473713,185.73913020278377,3620.8929129326575
Gene_0168,627.6553956465631,6577.645498828814,74.84732182691185,2562.785461776126,943.7430749392963,653.5035227727332,125.48741887117849,427.5478660347646,28.88792279744772,5825.414347713264,28.207300265281575,308.8739817762776
Gene_0169,1478.7415947306577,236.67022363041218,3386.450757089475,13.435868206217544,120.31703686307023,22.594792667533625,8.402534692815575,797.9428203209935,57.793563278842676,1578.2326292193497,1283.9423355346605,357.70146092074236
Gene_0170,459.70560786978007,68.36442337214646,148.24729882097054,499.76698012177746,72754.08662299525,7210.981396647944,23.842358213234206,17032.262409403935,820.6019445849477,36.34759080562494,269.1261065331095,52.205623254061585
Gene_0171,114.62860874151498,669.2229287987951,312.0739207660992,3314.8997148505596,83.25771916469857,24981.57143794122,13525.651597470373,1624.38389860383,1194.1747786583537,4278.31241208285,44.48905691032209,396.75195232886927
Gene_0172,53.577456681686144,291.6113275720331,131.652254400835,877.1256970101864,1016.83038161923,116.17983846981139,59.21687903789584,320.0415746372054,133158.47277306407,37430.932404815554,302.0736275433314,10506.59153052896
Gene_0173,352.4291668293803,706.0529508537511,3005.8154662679344,567.9289402500582,24.467093984612802,3664.36019200175,699.6164128565707,7248.922553344458,332.5627646261093,397.5293286017193,1763.4471360453938,234.9040628583659
Gene_0174,19117.621582206837,3623.5436473904356,215.94099262736694,43352.442432500764,527.6406121619045,49.76133506853406,841.7822413566736,964.1484449042055,1528.988325266757,24.787119604796374,64.24616683856623,4.004384219563436
Gene_0175,335.08299606768594,541.0768704189063,43.7193553858596,16154.350468861607,903.6410351646118,2528.434643610827,2461.2266662060006,1471.212044986686,108.003154436311,6170.126639209921,452.79780175166815,142.72735508318362
Gene_0176,97.01953902159518,461.708700569974,158.87125488037796,2.433022788385962,5685.224696100538,8601.613852170429,142.15847849052614,10275.226529450158,355.6461240387647,472.11857027702376,547.0367293943185,141.04738548075466
Gene_0177,209.35249058345033,1989.3206730276493,3269.792980982096,18.80437967394306,195.19870314798817,3393.7218198745736,287.570463031784,4509.622340415831,5.4775709824087855,1043.074716676814,690.8442309771043,502.46238793929115
Gene_0178,2445.6814941140256,386.6582413861186,4555.922270114853,26.055535483128274,1404.1653186806648,153.4359707720928,1726.371865877492,98.22674669579153,95.19800380845447,2663.6684115243406,67.30322257840817,841.2476325729634
Gene_0179,4609.073413785442,7035.948610489549,517.2671219609003,1227.8107369159507,3776.877455501745,12340.92721726679,314.05165019096455,131.08687536854282,99.72476051264191,4813.159587331111,152.23762855614547,351.34963768131996
Gene_0180,8882.72782955264,14.195444093734428,2065.8100956827852,692.3318094121146,10.240872308739716,1066.5524299659469,1853.8958350460448,2621.3059090031716,27.276042441613924,328.8483182867735,1149.2492836900865,310.51002226816564
Gene_0181,6129.554150068836,281.50741356784215,682.344093843103,4268.917382498023,829.2847518849422,1750.119951303109,1833.0184661316168,1383.6693552227537,339.99260445121547,6228.944551223113,510.1694359009217,2276.107863115218
Gene_0182,1623.1882638747716,812.2527663891818,16.149835100053533,1275.5558199203701,67.3577021456158,11636.49984881154,185848.35337401924,114.19136274495708,2563.2465446355213,109.1782770398352,25.061043423182277,346.60394548256664
Gene_0183,2929.109056943281,136.22171111182658,379.3304004955274,1961.957468838687,203.03458173843455,91.06811468892933,1262.6002884341729,615.6161345883329,12110.761018556337,570.9022327149704,1992.581435372745,556.3930065290737
Gene_0184,2905.4957663413875,4350.027469325299,536.7879218694421,265.7480254779915,154.3856654349556,881.6243301192552,369.26394433806524,423.87495399828924,136.1176843651534,1370.9092956884983,620.1218545826762,3166.2527884894125
Gene_0185,270.98294338695456,1206.9671449931504,15934.497189644058,18.09941168561289,369.1746116910273,1152.4962488296983,141143.84091353742,8078.480913609314,24.737151254289742,262.3833486884872,131.38013792837066,6422.301760347694
Gene_0186,53.87497572871757,1444.8231949373305,388.25817186464553,39.16582341269312,6613.535277497101,35439.66705438342,1496.7800707410956,5556.964962370818,3885.735547014001,9734.76538383695,32491.87080101183,283.96277181080023
Gene_0187,1719.0311876360615,452.6075040201559,1159.8579620973194,8.700970231198045,31.550170123167387,11182.688015297488,154.36133574198183,2478.018694366046,1053.7418477980916,1551.4769118450174,2987.696726943645,6259.8138598320265
Gene_0188,19035.602263779358,1896.1435112822255,44.01565103078243,1125.4938935597088,494.73249886350385,267.3811679651537,352.8244601086056,8251.81683922952,239.1456687310724,901.4165748022531,549.4188444366833,88.55253352485721
Gene_0189,214.3633649373947,93098.78248370116,36.16211797892099,97.17670644480565,2342.852651008567,1701.2827280014824,820.8265959098286,1364.6483916457978,710.903390898169,119.97559062424065,206.02853348913695,298.6599684524372
Gene_0190,2676.3502688032004,583.3096151937054,284.33296576081625,4.436701243892805,9776.108199265964,279.88851174775067,1421.1423503705066,5775.7240964249295,311.24021431485687,2993.884882385357,707.0692242195838,82.70245793582923
Gene_0191,106.94489509538096,22229.081065839804,215.89614133072848,2.0980488275102025,867.9640625697497,226.52137061686676,10270.666556750857,3374.4634960672665,1256.9923182440016,963.752068470933,248.3355189176697,7040.251795351676
Gene_0192,103.80455410982889,17281.206205010556,5103.904257425888,1621.8483225919913,63.68443249305286,379.82847383531157,4778.71813683669,29254.88171218477,66.05090307200605,222.914448450622,37909.07647561493,14442.94469655246
Gene_0193,3281.2977492075174,94.2612816526248,1762.5125049856033,8515.249197238876,49.71181646304852,81.7619487762531,22.646189719787074,372.27321879771404,12909.665434021872,30770.092810928356,830.8081924282741,1412.394437451016
Gene_0194,137.93424632317203,5553.277815135177,17222.178376572916,672.2193733248251,1080.8100392053377,78.76321147205343,440.3166437425706,163.1002481838708,1913.7908353964492,104.37681217157642,64.99371429223541,833.1498006957395
Gene_0195,93.20898908494787,427.1558010361537,153.27484824451054,1444.3860544516124,320.23650265897345,106.6558993610334,1138.786243929729,191.7048544672533,1328.9030575505215,1010.5152492331739,104.05329843723307,162.934742046272
Gene_0196,110.12358583266766,851.8329706268655,4594.311664737454,575.7753265746072,88.86970840162788,26.07250753306935,421.881742930361,5128.79702005176,418.0877257268197,1923.8495931447897,674.0300823240755,627.2286330953625
Gene_0197,889.6532376165457,2453.1725029792697,1528.4827279523358,483.18727191705653,42.16626476716391,8572.054820801402,2771.532485389615,34.395336620771374,143.24839143909307,11079.762038392924,2787.2402012525276,397.4730448842197
Gene_0198,923.903554803107,2939.5225723059807,190.6360617474907,20.565467069401894,338.1228024737117,1373.859301809053,3063.059984160818,7876.018527407631,493.39798596997065,1730.8218450347824,14112.380120818656,591.6203787505148
Gene_0199,36.68692298723954,261.2499805653508,370.6719768816545,436.5810546422088,1350.3993429033765,349.56611368138454,10418.496399732281,1086.7678508861427,227.1766491366931,3230.932173585108,560.4361373918075,115.26598101732935
Gene_0200,1287.5926013375317,481.31467586070414,2973.8686387063203,942.7331635026206,121.42513765551364,774.3810380958573,226.68035111347623,888.3227465475453,35.51518446593048,2018.4846652995582,144.45684412831346,89.1050818937791
Gene_0201,5973.167807028895,9948.924356611451,239.71897317362905,27722.737421152968,10637.142618006066,3057.593610480353,1122.7327918162032,17.183711431570085,14709.141666862066,1292.4551084589189,1835.2142429315134,162.81015837009951
Gene_0202,27638.153210702112,296.94768035863547,156.40594350819765,2810.4024248559986,4818.091761107362,155.3742747829762,5877.753048486744,1492.805990342642,39279.413736443756,883.3349952595787,2985.7263996118945,1634.8433620354028
Gene_0203,28107.251046787802,645.974386792996,2637.929413837039,1626.372772271894,2715.811821042799,1589.064781229756,13049.343797065108,17961.10409480155,1515.2160291765422,7184.086662219965,54.201717776163356,831.7986962747826
Gene_0204,22.13516200065508,13846.573260659407,226.64737588405694,22680.599736972545,2301.914776395957,7240.701739281918,2521.0154990734195,620.5688503243866,2756.989405898284,212.87570926249896,6.655749196347964,365.9337829530362
Gene_0205,1806.9584823348757,6269.910994572262,6960.958374447518,4202.868830412593,227.2963388178319,132387.62692989103,243.69265454237876,3855.708431599712,55.83151704570935,532.928985145873,1817.8853618688177,227.2624746541737
Gene_0206,147.62512127560345,386.52889752932657,1576.3846352388307,23.102462215203996,2237.406968553246,441.7578132674985,154.8030586775476,350.6204853828038,5389.286035138291,936.7988483884222,78.88931252860498,1223.1398563443881
Gene_0207,604.0591315503909,202.01821502627365,539.3050702100837,53.92538000162606,43.98238624571652,503.1519231015482,413.20726052210017,115.17891795455617,4496.395862302203,4735.223748607856,356.1532440517218,60.509490786015085
Gene_0208,520.6071396339864,353.144872479177,466.4835581666959,922.235314618692,2455.9845961713368,134.0760518877562,122.61287304627834,137.34271985512007,495.6244829913412,6230.138808568345,13616.673115067439,2935.0245458737336
Gene_0209,299.8696087219593,657.6437235219297,53.14937780423453,554.5305927265441,1082.2656417242279,632.3498739839838,21.062181867136292,549.7685318456853,59.04178908431802,446.8773517493728,1067.153122990472,1449.0396191952477
Gene_0210,15256.725468505592,2847.8666035334622,4621.495006785133,693.0211672282683,491.1178161180925,845.3828588895869,36.33597523720612,496.77787329321546,8032.617197978585,124.8095876316508,579.3443639873075,454.590034307805
Gene_0211,57.70743599266366,3070.113983615085,1025.08838666284,351.7088894304038,737.5409389113945,1683.0776402625968,34792.502002356814,40989.576493017456,444.1335160830782,103.88562931597883,234.18138773376657,324.8932861166318
Gene_0212,727.4300876679563,1586.4053959618548,5277.848494536902,224.44798534107886,378.32576230689455,2164.4048688490884,908.3002380218525,305.4494128458808,4.699608907502233,1015.0887787024008,10798.274620245438,2119.7511603928215
Gene_0213,1620.9185142382635,769.2115013957601,1120.1118175690667,10142.885664630823,28681.616077145514,1996.5527223219985,20.961352318061795,414.4809118334164,3229.8525792401183,14414.626316180855,449.1245786472496,176.1157317444603
Gene_0214,110.51506920832244,756.5283970368089,120.29607977884267,21182.59384900117,93.92255024332643,72.95518212989528,291.03702549075626,4721.651079699082,501.36118531615904,109.35991399831629,705.0654473489586,361.87201109092143
Gene_0215,2374.0696539002947,70.35121814606146,356.30278833391674,2553.089881163813,55.05679308436817,1033.4546722799057,760.4214621170478,3187.4277104521566,13.216543025320593,459.59972011031215,183.5974551898327,53414.24854760558
Gene_0216,4740.871905916036,893.4033013843671,87.41450901308447,169.50707148772628,100.4736394508236,315.6917020826426,118.483177713735,8230.456441733377,18.935696536810088,783.0504047259486,113.49629363657893,486.81833492988426
Gene_0217,373.04686527170963,961.915781739574,150.9766657547412,1609.6048273990873,63.95370544503012,2468.7768452727137,309.0619798366011,178.7563164162009,6269.4591163313025,357.3307804990848,4856.745805720777,176.76415686532485
Gene_0218,65523.32829018617,1092.2462350521048,167.64097542769798,19.74402408092099,9809.567135032588,195.85762549858367,31336.426838076797,2492.265093933644,1704.188628336992,37.59431840567726,218.76360003698798,598.2966602677542
Gene_0219,41.70114454149087,607.4564269465163,11016.95720895017,2227.8423568176704,58.379836446914354,1729.3063518475349,154.63013608792522,36.65030434928106,144.69843266180231,642.6159911791253,72710.2108968987,176.60806291617482
Gene_0220,864.0034409228588,3326.5142268496866,718.6142778348614,875.2884312498979,263.90618706295044,5718.284517950896,1088.0504215935082,397.071062183131,76.5577989315999,8885.006395606719,3010.0576227449974,23.424312352132844
Gene_0221,8684.575425918689,2473.2943203354125,367.40307635349,523.7421350496138,3430.5302620857606,4081.3089405285746,1876.7312108743033,542.3191345943565,3740.467130881077,17381.02286072832,2286.412772089736,1368.9449987912396
Gene_0222,1949.3711068859463,86.89032947702633,48.707343206140614,104.74148440691548,158.89293235542306,31.78598458839051,730.1218539568175,293.68739784416033,91.49326594656216,2445.7585459483803,1345.738875263728,3353.0446926830805
Gene_0223,196.82301820235895,10689.476073759346,773.5089261964467,103.4384053982163,65336.26985003381,17093.488578668195,387.3356994198246,294.8514450874006,132.28260253308375,499.919476229667,1119.550723776737,458.64583420250955
Gene_0224,481.26171865585206,8.77737687010981,129.54570459680434,411.68567168665237,1392.3120954047424,15118.818378354681,2983.2200988630675,42.26996287969684,297.3245515620106,80003.08291565668,14984.708862736154,218.22210765566308
Gene_0225,7444.942452933911,371.9086458334151,15521.058159591143,170.22186316838886,70.11267313841188,62136.510230614025,450.0393804681264,866.9088278305422,130.05857627403432,493.3618758067625,589.8746721188973,144.19547940571957
Gene_0226,114.63136333747819,110.52367425925442,3366.0484979417643,781.7258041065032,146.02596060904514,4524.519897609726,14639.863022389985,8286.804476202598,107.0490479718407,365.0739812162179,2994.2070174989617,2384.510387611325
Gene_0227,598.854070438418,1121.4351766171985,6652.781125437996,28201.197769327133,90.98199877907348,200.0781407341062,28730.88660607456,3024.469907696865,8.525988382082044,2701.819448414269,277.8196769283234,134.95072514548485
Gene_0228,1105.5483950312814,10264.781043409992,254.01822766057026,3845.0021414974303,586.628449138035,596.7739669471331,15.222188753151894,360.58182341253485,26.006223267313203,1630.308498683491,1495.4602107051703,16139.308540386344
Gene_0229,70.51424414676154,562.5612905967288,301.3894403656289,56.61003078288682,318.8782020796823,72702.36785034691,645.0372036641413,163.5332066039718,5093.027745354516,359.9634173737511,3271.842627851333,1774.1253915699554
Gene_0230,1235.9689532159157,286.53779958350896,2193.6615817310135,3762.569664064883,31570.00294490126,296.1931289994688,4873.300713112691,8196.441006642583,869.1153435751191,688.2369622895847,1185.1268921054202,540.396260472551
Gene_0231,4782.96798548958,343.3580866024456,8255.385412445154,941.3810842541076,636.5499765883486,21.22692056256301,64.39984559611163,78.17895218283252,27.578673563864626,739.2338006504947,24776.675810804234,16.90462842690475
Gene_0232,1208.8089591826304,1635.5884239692691,1634.5089178105861,980.8644512727897,216.08756635991708,19.82706681901092,91.30647692437792,109.317897783653,1639.0177213356124,208.139306048407,14525.335157355225,1372.7859608549115
Gene_0233,14296.603416157823,2633.2223052471595,103.79650409286346,105.46220275969124,373.80263329360264,1606.1662079968496,16199.835946908774,87.29019619845872,82.60976264378758,5365.167689137909,23.691048003272005,114.04092940120601
Gene_0234,526.4048099129561,1541.4476940463965,72.33499185740101,257.1593653780497,542.7363368542077,31.05697451371518,356.1437649530399,10666.108894663177,23.130943834271253,173.49697239985892,2267.4963291301056,844.615279737667
Gene_0235,584.7830872911557,1246.2734712282295,156.719176595739,1138.3413885757388,3474.20038136197,966.474838241967,1355.980850181975,1203.7368067228765,898.9577629370878,287.43608357699503,316.9073166347732,53.89601700571455
Gene_0236,3537.62570762199,1121.4718730133488,582.125510900499,1024.1952452920898,2713.91890855262,4366.233692382791,16047.853641126681,329.61122921455006,1711.0893029845909,419.50516819513075,2532.1865829109356,2015.8427181347745
Gene_0237,58.236409258821595,168.13045784866137,14668.656910922247,2421.361531011392,54.12501048721435,12127.009966883716,5818.5672308483645,2495.580942688778,1653.825508691109,83.31619196855273,2694.0955013516073,29131.887072962385
Gene_0238,4128.451530346639,11396.428309388131,1525.253206629261,622.7485316571206,1442.4463486355976,8479.606592372325,1812831.461367744,1541.7887372344217,608.7667855252478,618.525736329939,4999.231879515851,22.749999939492415
Gene_0239,1520.7644688526154,983.3460799789578,2244.1021405359575,1101.5417746370017,3690.744969557531,1229.9251802147523,2529.9899348304752,610.228311360608,5060.9202070012425,149.48386157415692,340.7527697223278,819.9157593708959
Gene_0240,721.310664626233,688.6567910411935,525.8314797249957,3374.145217629874,747.8623161356951,5858.567051610601,24183.245079639913,1564.8227324885015,8387.157577284235,162.1609983158373,2882.0451579469436,74.08705913668716
Gene_0241,2622.525983219407,945.7462378365849,32.523169627054806,77.6387773185011,116.22623315470004,194.24185434475703,298.5490727852569,138.0323000603838,144.2587058788214,8691.080210824744,54.08554132310423,110.72432364898104
Gene_0242,211.65250732999505,757.9498101808772,40.787605320581164,738.6318424133336,90.62986228511737,512.3251457246438,114.72214754904141,207.59447642935672,1452.6992450544572,223.1019664608466,1585.3066976544073,301.0845205464513
Gene_0243,196.65564290743242,1414.362026827864,3.191471887713608,1843.1896252162871,476.1268891815115,526.3057571387617,178.12890295278373,719.1790545907095,12172.687039741064,6795.470854887645,1166.8018942963856,455.1679472500242
Gene_0244,3846.9972918454755,353.1320459912106,738.6263928379382,92.74630036225305,1063.3140149814687,327.673019623205,346.9637004312715,275.6316584721875,21442.367222729048,46569.058758564366,1194.7352548201704,1238.6102198993287
Gene_0245,526.1328462655989,642.1938433668382,764.5756744717326,1486.9641455992962,1769.7142798788796,25.341050607187537,3793.848508691333,323.2303779557199,1395.0568307396195,2846.639603095493,2109.416617779804,55.3578037634885
Gene_0246,49.0705778262131,3330.730350573207,823.5523765451263,142.26681372262746,2251.6159839194256,134.2372640917413,1809.9704490382637,1499.7813525183446,7768.288354666804,1397.0154609516467,536.7069287355646,7341.33773053361
Gene_0247,1333.5673119015494,884.6510871634234,318.1244859915365,775.5399373654709,313.8577657454917,20.024081704432547,12.022142767690488,6935.179623926371,2154.7018259801175,6120.763978168351,2697.2520044040666,201.6413141269911
Gene_0248,182.5787255339595,1265.9652905985458,385.8407532093644,976.3616104511689,933.7462325760423,784.4011706043224,8368.688195296267,1135.44959285516,5393.355618300812,616.3060119099479,362.51574889001193,4783.557997698541
Gene_0249,3718.988774257937,19452.554394434253,31974.171441880047,2535.363396115664,682.9387471530023,435.1969255532148,7.329882415284691,14.671766728547452,1265.016900562912,34.08512612888512,18.350157495895047,1657.5642162358145
Gene_0250,1872.6869015092961,267.6809334506486,702.9942942880815,1047.0886034521225,6770.069227847497,45.17777640127818,279.2107946770993,1459.1606201650056,43.62538974719222,5044.779854485152,1376.2965902106514,1277.6898232686508
Gene_0251,488.55009959771706,59.02938603275263,17017.895863808182,202.5426759689743,1423.3393754340666,3167.3075508475977,5270.838870997538,77.2731475002599,193.6125201637928,3319.823916450159,4287.079367211368,3082.924340189455
Gene_0252,26.354533650248865,2850.2697471710917,1874.5955380976354,4174.959284476907,53700.545610385314,1044.384901593611,176.0188251571116,21.416648113808215,480.20922319006934,36.843571777206385,21.778989346541785,56.71096905209099
Gene_0253,138.40136545008446,205.4611874676025,794.7924309945802,454.81744513117525,1039.5548517245047,51141.6143771307,6604.24774534103,33953.20811375398,4299.699946895557,363.5214871763324,404.18303808369916,505.80475036477503
Gene_0254,406.5304830604203,38.72563836755236,2138.7084542538255,19.343374512673627,344.76508667517805,1887.707786712665,3198.1098594505575,1143.9334608610916,242.77008813849872,1134.666821068255,1043.9128764718776,704.7957535539625
Gene_0255,108.97235755346152,570.8603800328816,764.1040544633786,745.0704941270045,4984.92021012779,87.8733269500826,76.9892366171603,45.91478549101895,73.17490430727598,400.4145483610516,1513.3873257582286,16612.506261300987
Gene_0256,74.06596963850392,2033.9710781561464,1975.7885068712512,55536.517703264035,2667.2723787140408,170.02665679240783,45.290029668704726,287.2466065492306,36515.807660976956,278.0039168283213,8480.4347765193,1719.9925071974055
Gene_0257,6521.054692947621,7961.473919293529,51.63386041860519,24.751478990504648,268.91916727381874,2744.0157806846437,8507.188145164435,179.10166117293087,320.40793175879304,120.88881262554202,1180.3121986064784,1218.3867581582203
Gene_0258,1263.0705031662383,333.7010130036731,17.053674835771396,32.50803716486589,1855.54953123941,1337.5964843175834,2014.9412456358716,1895.6901551387848,4442.459820446285,1343.584478611504,12.530068175992128,674.9719882911047
Gene_0259,1569.577087970452,261.6021961575673,1168.7895303703885,2122.570831077007,1.9904483821748036,524.2604487695146,2635.4774527795134,4.719440858243228,17353.43043808885,24039.65828504276,700.4783376372294,23088.143295024296
Gene_0260,219.36679574861597,996.260590189776,14.862006110021607,101.0137662158452,2199.442747563004,445.1780191337728,162.4084276858336,11.294016896464035,68.19494063203454,1879.9019358518437,64.52276545257959,88.14810071409264
Gene_0261,136.03266368745267,283.39210596690356,439.8428149380391,38.3964362524845,875.2411933301073,411.8778237379603,2029.879788159925,1669.3130305510908,658.9506142349787,2475.2556928384056,9.69515032690059,1804.2845099093302
Gene_0262,7562.734696899453,69.90076446819717,27.42063466994587,9581.455896291258,383.3452265503312,1177.62024914834,131.41523876495452,1322.320869556392,477.92673432129783,994.1623429494251,1201.8882456573876,801.4927593133324
Gene_0263,4766.599481868895,5769.776616045199,677.2967614425858,170.0809680151913,1736.5708948562701,271.7341086300279,270.94531087079423,341.56030684229455,2374.5272853648503,788.9580239499587,3975.4035998533586,45.23940723487897
Gene_0264,6912.66770754517,1269.659070100705,593.3283276713044,176.53106377705717,101.82849691496584,1136.3738796403866,188.22734508597293,2522.001365406237,499.6072930825115,1615.8311627679077,8.218664780648828,56.17356121966074
Gene_0265,4088.3865722245046,1760.673203648359,13345.472770984772,956.7426737819897,7775.036563993893,635.0455723578017,3743.1730618137876,36.563207021738094,5768.022177189904,1867.2244541885568,228.31166347306413,19.50521487780874
Gene_0266,421.2273029652571,32.76405668790869,1427.5523348672803,459.17577485055364,83.77039792360839,26.858814342406838,213.17276682294965,104.05362633782822,134.92421901956195,511.34164044572924,369.1448084458196,41.58650908098017
Gene_0267,11089.947060701585,1587.71444892174,283.40174122246094,2857.3281028389424,1348.4567616017596,1919.9471604140895,1242.8108550227132,849.1075224409564,1138.3333474840988,213.35099243557067,31.169199675383815,1191.9192641520117
Gene_0268,7510.976798625543,1211.9430798654316,5177.053982504302,1914.585344331964,4496.07636519112,8187.745185903888,5.673996519579693,30.94940255277864,1090.2287201359507,210.56166188479241,2351.8442343959705,553.4701417966116
Gene_0269,1154.0559263225136,880.2567655083255,261.87202132531775,7321.129841925847,210.5374024974733,44.77964277048017,760.3683635441657,1758.7575199921705,5376.74179651744,75.46732736282014,1084.661713202278,1548.3479646330857
Gene_0270,103.99417767214564,6196.986156033344,13258.895045382154,1751.2299870229058,1599.681806693442,7991.2267457543485,189.50837620020152,2283.107301381887,2109.0531997759977,486.1536720373349,2375.5386094165974,2844.461533339317
Gene_0271,304.6738751048208,112238.28322210896,13.731507802030913,48.96123182431824,548.4597991460944,147.21482289589497,52.07739323649316,1434.2143695210018,4011.5685441857477,261.6886282792668,5.158851143145339,3812.721288723225
Gene_0272,7718.549882972249,32889.076201076525,2593.5263743852224,3762.3835006721874,150.43536186448867,3000.1207559224235,79.29476560948503,1279.7183492175498,9.54925207900468,469.0146763015434,4959.716953473063,19.02955729558966
Gene_0273,57.767545392492075,1782.850807121255,262.6703431254857,57.93024061271707,138438.08068664928,222.70552456408353,125.46740718776276,4719.759653342673,282.1734175104396,202.45928712324618,124.61039804934283,51.92930322046667
Gene_0274,42.719240129487595,6654.732860360578,1830.1942581558849,7462.7552814368755,262.36453747005646,7.097486189035215,385.0918768381863,639.5744581720453,46.027990589979446,1629.4564839335478,133.98973246800227,28.93205279336744
Gene_0275,84.37876883758311,227.3720139019262,448.97273786789674,969.6831808667008,273.8008214691732,47.91529370993391,1596.8654178185245,242.278991232757,135.18900797861062,907.1289107885651,882.5528818318197,394.832827107977
Gene_0276,18737.311968053637,338.27314847789916,482.36862814601955,24229.440878856807,4154.576999683849,36.78869235103127,22.61990430078052,904.6589576230742,155.655823331614,247.07584503587316,208.70564844355303,20.740918049311546
Gene_0277,635.1719078415946,103.85990253936238,1060.7722174750422,8216.965378254949,775.971130652047,746.1092265590423,35.146475002359175,2545.2477999788834,11283.274203712637,188.45568708606575,567.4433864796258,9.134506619253562
Gene_0278,9890.638988994087,303.18836205223965,5690.913151843933,1665.5436562268799,402.64564139966916,70.10227209370315,806.1653620113656,7523.794184639319,396.0472492142354,202.28360249071645,226.49295695878124,1.9744757505681905
Gene_0279,2830.6426362102943,3147.922898684024,683.0296861210229,62.3778616881854,187.22554576968275,34.15049488753514,748.4215244642045,483.269094255529,1660.5527337436406,1161.861757077897,23409.4023982877,7789.68720811051
Gene_0280,124.40031019766113,7433.231869958349,210.70513481476115,11385.238375152043,98.94765598663373,1972.231510700846,686.6382895375832,1741.1415885247256,2111.416673268887,4996.058932398662,82.77372073715357,447.11522165675717
